application_session,lookback,item_id,lookback_had_enough_sessions,n_lookback_historical_sessions,lane,entry_variant,reaction_state,direction,context_tf,trigger_tf,session_window,target_family,target_tf,natural_rr_bin,total_occurrences,executable_occurrences,target_hits,stop_hits,time_exits,success_count,failure_count,support_class,most_recent_session,age_sessions,source_session_dates,source_episode_ids,source_variant_ids
2026-07-14,PREV_20_SESSIONS,PREV_20_SESSIONS-003,True,18,A,ENTRY_ON_DELAYED_DISPLACEMENT,DELAYED_DISPLACEMENT,-1,1,1,NY_PM,ifvg,5,0.5-1.0,1,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-06-16,28,2026-06-16,EP-14258,EP-14258-ENTRY_ON_DELAYED_DISPLACEMENT
2026-07-14,PREV_20_SESSIONS,PREV_20_SESSIONS-004,True,18,A,ENTRY_ON_DELAYED_DISPLACEMENT,DELAYED_DISPLACEMENT,-1,3,3,ASIA,ifvg,1,0.5-1.0,1,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-06-22,22,2026-06-22,EP-19633,EP-19633-ENTRY_ON_DELAYED_DISPLACEMENT
2026-07-14,PREV_20_SESSIONS,PREV_20_SESSIONS-005,True,18,A,ENTRY_ON_DELAYED_DISPLACEMENT,DELAYED_DISPLACEMENT,1,3,1,ASIA,ifvg,1,0.5-1.0,1,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-06-16,28,2026-06-16,EP-13301,EP-13301-ENTRY_ON_DELAYED_DISPLACEMENT
2026-07-14,PREV_20_SESSIONS,PREV_20_SESSIONS-006,True,18,A,ENTRY_ON_FIRST_CLOSE_OUTSIDE,CLOSE_BACK_OUTSIDE,-1,1,1,ASIA,ifvg,3,0.5-1.0,1,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-06-22,22,2026-06-22,EP-19616,EP-19616-ENTRY_ON_FIRST_CLOSE_OUTSIDE
2026-07-14,PREV_20_SESSIONS,PREV_20_SESSIONS-007,True,18,A,ENTRY_ON_FIRST_CLOSE_OUTSIDE,CLOSE_BACK_OUTSIDE,1,3,1,ASIA,ifvg,1,0.5-1.0,1,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-06-16,28,2026-06-16,EP-13301,EP-13301-ENTRY_ON_FIRST_CLOSE_OUTSIDE
2026-07-14,PREV_20_SESSIONS,PREV_20_SESSIONS-008,True,18,A,ENTRY_ON_FIRST_CLOSE_OUTSIDE,CLOSE_BACK_OUTSIDE,1,5,1,ASIA,ifvg,1,0.5-1.0,2,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-06-16,28,2026-06-16,EP-13303,EP-13303-ENTRY_ON_FIRST_CLOSE_OUTSIDE
2026-07-14,PREV_20_SESSIONS,PREV_20_SESSIONS-009,True,18,A,ENTRY_ON_IMMEDIATE_DISPLACEMENT,IMMEDIATE_DISPLACEMENT,1,5,1,ASIA,ifvg,1,0.5-1.0,1,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-06-16,28,2026-06-16,EP-13303,EP-13303-ENTRY_ON_IMMEDIATE_DISPLACEMENT
2026-07-14,PREV_20_SESSIONS,PREV_20_SESSIONS-010,True,18,A,ENTRY_ON_NEW_FVG,NEW_FVG,-1,1,1,ASIA,ifvg,3,1.0-2.0,1,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-06-22,22,2026-06-22,EP-19597,EP-19597-ENTRY_ON_NEW_FVG
2026-07-14,PREV_20_SESSIONS,PREV_20_SESSIONS-011,True,18,A,ENTRY_ON_NEW_FVG,NEW_FVG,-1,3,1,ASIA,ifvg,3,0.5-1.0,1,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-06-22,22,2026-06-22,EP-19595,EP-19595-ENTRY_ON_NEW_FVG
2026-07-14,PREV_20_SESSIONS,PREV_20_SESSIONS-012,True,18,A,ENTRY_ON_NEW_FVG,NEW_FVG,-1,3,3,ASIA,ifvg,3,0.5-1.0,1,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-06-22,22,2026-06-22,EP-19596,EP-19596-ENTRY_ON_NEW_FVG
2026-07-14,PREV_20_SESSIONS,PREV_20_SESSIONS-013,True,18,A,ENTRY_ON_NEW_FVG,NEW_FVG,-1,3,3,ASIA,ifvg,3,0.5-1.0,1,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-06-22,22,2026-06-22,EP-19576,EP-19576-ENTRY_ON_NEW_FVG
2026-07-14,PREV_20_SESSIONS,PREV_20_SESSIONS-014,True,18,A,ENTRY_ON_NEW_IFVG,NEW_IFVG,-1,1,1,ASIA,ifvg,3,0.5-1.0,1,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-06-22,22,2026-06-22,EP-19616,EP-19616-ENTRY_ON_NEW_IFVG
2026-07-14,PREV_20_SESSIONS,PREV_20_SESSIONS-015,True,18,A,ENTRY_ON_NEW_IFVG,NEW_IFVG,-1,60,1,NY_PM,ifvg,3,0.5-1.0,1,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-06-16,28,2026-06-16,EP-14143,EP-14143-ENTRY_ON_NEW_IFVG
2026-07-14,PREV_20_SESSIONS,PREV_20_SESSIONS-016,True,18,A,ENTRY_ON_TAP,TAP_ONLY,-1,1,1,ASIA,ifvg,1,2.0-1000000000.0,1,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-06-22,22,2026-06-22,EP-19642,EP-19642-ENTRY_ON_TAP
2026-07-14,PREV_20_SESSIONS,PREV_20_SESSIONS-017,True,18,A,ENTRY_ON_TAP,TAP_ONLY,-1,1,1,NY_PM,ifvg,5,1.0-2.0,2,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-06-16,28,2026-06-16,EP-14274,EP-14274-ENTRY_ON_TAP
2026-07-14,PREV_20_SESSIONS,PREV_20_SESSIONS-018,True,18,A,ENTRY_ON_TAP,TAP_ONLY,-1,1,1,NY_PM,ifvg,5,2.0-1000000000.0,1,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-06-16,28,2026-06-16,EP-14275,EP-14275-ENTRY_ON_TAP
2026-07-14,PREV_20_SESSIONS,PREV_20_SESSIONS-019,True,18,A,ENTRY_ON_TAP,TAP_ONLY,-1,3,1,ASIA,ifvg,3,0.5-1.0,1,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-06-22,22,2026-06-22,EP-19618,EP-19618-ENTRY_ON_TAP
2026-07-14,PREV_20_SESSIONS,PREV_20_SESSIONS-020,True,18,A,ENTRY_ON_TAP,TAP_ONLY,1,3,3,ASIA,ifvg,1,0.5-1.0,1,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-06-16,28,2026-06-16,EP-13302,EP-13302-ENTRY_ON_TAP
2026-07-14,PREV_20_SESSIONS,PREV_20_SESSIONS-021,True,18,B,ENTRY_ON_DELAYED_DISPLACEMENT,DELAYED_DISPLACEMENT,-1,3,1,ASIA,ifvg,3,0.5-1.0,1,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-06-22,22,2026-06-22,EP-19614,EP-19614-ENTRY_ON_DELAYED_DISPLACEMENT
2026-07-14,PREV_20_SESSIONS,PREV_20_SESSIONS-022,True,18,B,ENTRY_ON_FIRST_CLOSE_OUTSIDE,CLOSE_BACK_OUTSIDE,-1,3,1,ASIA,ifvg,3,0.5-1.0,1,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-06-22,22,2026-06-22,EP-19614,EP-19614-ENTRY_ON_FIRST_CLOSE_OUTSIDE
2026-07-14,PREV_20_SESSIONS,PREV_20_SESSIONS-023,True,18,B,ENTRY_ON_MINIMAL_WICK_REJECTION,MINIMAL_WICK_REJECTION,-1,3,1,ASIA,ifvg,3,0.5-1.0,1,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-06-22,22,2026-06-22,EP-19614,EP-19614-ENTRY_ON_MINIMAL_WICK_REJECTION
2026-07-14,PREV_20_SESSIONS,PREV_20_SESSIONS-024,True,18,B,ENTRY_ON_NEW_FVG,NEW_FVG,-1,3,3,ASIA,ifvg,3,0.5-1.0,1,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-06-22,22,2026-06-22,EP-19583,EP-19583-ENTRY_ON_NEW_FVG
2026-07-14,PREV_20_SESSIONS,PREV_20_SESSIONS-025,True,18,B,ENTRY_ON_NEW_FVG,NEW_FVG,-1,5,5,ASIA,ifvg,3,0.5-1.0,1,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-06-22,22,2026-06-22,EP-19580,EP-19580-ENTRY_ON_NEW_FVG
2026-07-14,PREV_20_SESSIONS,PREV_20_SESSIONS-026,True,18,B,ENTRY_ON_NEW_IFVG,NEW_IFVG,-1,3,1,ASIA,ifvg,3,0.5-1.0,1,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-06-22,22,2026-06-22,EP-19614,EP-19614-ENTRY_ON_NEW_IFVG
2026-07-14,PREV_20_SESSIONS,PREV_20_SESSIONS-027,True,18,C,ENTRY_ON_DELAYED_DISPLACEMENT,DELAYED_DISPLACEMENT,-1,1,1,ASIA,ifvg,3,0.5-1.0,1,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-06-22,22,2026-06-22,EP-19601,EP-19601-ENTRY_ON_DELAYED_DISPLACEMENT
2026-07-14,PREV_20_SESSIONS,PREV_20_SESSIONS-028,True,18,C,ENTRY_ON_FIRST_CLOSE_OUTSIDE,CLOSE_BACK_OUTSIDE,-1,1,1,ASIA,ifvg,3,1.0-2.0,1,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-06-22,22,2026-06-22,EP-19601,EP-19601-ENTRY_ON_FIRST_CLOSE_OUTSIDE
2026-07-14,PREV_20_SESSIONS,PREV_20_SESSIONS-029,True,18,C,ENTRY_ON_IMMEDIATE_DISPLACEMENT,IMMEDIATE_DISPLACEMENT,-1,1,1,ASIA,ifvg,3,1.0-2.0,1,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-06-22,22,2026-06-22,EP-19601,EP-19601-ENTRY_ON_IMMEDIATE_DISPLACEMENT
2026-07-14,PREV_20_SESSIONS,PREV_20_SESSIONS-030,True,18,C,ENTRY_ON_NEW_FVG,NEW_FVG,-1,1,1,ASIA,ifvg,3,1.0-2.0,1,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-06-22,22,2026-06-22,EP-19601,EP-19601-ENTRY_ON_NEW_FVG
2026-07-14,PREV_20_SESSIONS,PREV_20_SESSIONS-031,True,18,F,ENTRY_ON_DELAYED_DISPLACEMENT,DELAYED_DISPLACEMENT,-1,1,1,NY_PM,ifvg,5,0.5-1.0,1,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-06-16,28,2026-06-16,EP-14261,EP-14261-ENTRY_ON_DELAYED_DISPLACEMENT
2026-07-14,PREV_20_SESSIONS,PREV_20_SESSIONS-032,True,18,F,ENTRY_ON_TAP,TAP_ONLY,-1,5,1,NY_PM,ifvg,5,1.0-2.0,1,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-06-16,28,2026-06-16,EP-14270,EP-14270-ENTRY_ON_TAP
2026-07-15,PREV_20_SESSIONS,PREV_20_SESSIONS-001,True,17,A,ENTRY_ON_DELAYED_DISPLACEMENT,DELAYED_DISPLACEMENT,-1,1,1,ASIA,ifvg,1,0.5-1.0,1,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-06-22,23,2026-06-22,EP-19639,EP-19639-ENTRY_ON_DELAYED_DISPLACEMENT
2026-07-15,PREV_20_SESSIONS,PREV_20_SESSIONS-002,True,17,A,ENTRY_ON_DELAYED_DISPLACEMENT,DELAYED_DISPLACEMENT,-1,1,1,ASIA,ifvg,3,0.5-1.0,1,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-06-22,23,2026-06-22,EP-19616,EP-19616-ENTRY_ON_DELAYED_DISPLACEMENT
2026-07-15,PREV_20_SESSIONS,PREV_20_SESSIONS-003,True,17,A,ENTRY_ON_DELAYED_DISPLACEMENT,DELAYED_DISPLACEMENT,-1,3,3,ASIA,ifvg,1,0.5-1.0,1,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-06-22,23,2026-06-22,EP-19633,EP-19633-ENTRY_ON_DELAYED_DISPLACEMENT
2026-07-15,PREV_20_SESSIONS,PREV_20_SESSIONS-004,True,17,A,ENTRY_ON_FIRST_CLOSE_OUTSIDE,CLOSE_BACK_OUTSIDE,-1,1,1,ASIA,ifvg,3,0.5-1.0,1,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-06-22,23,2026-06-22,EP-19616,EP-19616-ENTRY_ON_FIRST_CLOSE_OUTSIDE
2026-07-15,PREV_20_SESSIONS,PREV_20_SESSIONS-005,True,17,A,ENTRY_ON_NEW_FVG,NEW_FVG,-1,1,1,ASIA,ifvg,3,1.0-2.0,1,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-06-22,23,2026-06-22,EP-19597,EP-19597-ENTRY_ON_NEW_FVG
2026-07-15,PREV_20_SESSIONS,PREV_20_SESSIONS-006,True,17,A,ENTRY_ON_NEW_FVG,NEW_FVG,-1,3,1,ASIA,ifvg,3,0.5-1.0,1,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-06-22,23,2026-06-22,EP-19595,EP-19595-ENTRY_ON_NEW_FVG
2026-07-15,PREV_20_SESSIONS,PREV_20_SESSIONS-007,True,17,A,ENTRY_ON_NEW_FVG,NEW_FVG,-1,3,3,ASIA,ifvg,3,0.5-1.0,1,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-06-22,23,2026-06-22,EP-19596,EP-19596-ENTRY_ON_NEW_FVG
2026-07-15,PREV_20_SESSIONS,PREV_20_SESSIONS-008,True,17,A,ENTRY_ON_NEW_FVG,NEW_FVG,-1,3,3,ASIA,ifvg,3,0.5-1.0,1,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-06-22,23,2026-06-22,EP-19576,EP-19576-ENTRY_ON_NEW_FVG
2026-07-15,PREV_20_SESSIONS,PREV_20_SESSIONS-009,True,17,A,ENTRY_ON_NEW_IFVG,NEW_IFVG,-1,1,1,ASIA,ifvg,3,0.5-1.0,1,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-06-22,23,2026-06-22,EP-19616,EP-19616-ENTRY_ON_NEW_IFVG
2026-07-15,PREV_20_SESSIONS,PREV_20_SESSIONS-010,True,17,A,ENTRY_ON_TAP,TAP_ONLY,-1,1,1,ASIA,ifvg,1,2.0-1000000000.0,1,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-06-22,23,2026-06-22,EP-19642,EP-19642-ENTRY_ON_TAP
2026-07-15,PREV_20_SESSIONS,PREV_20_SESSIONS-011,True,17,A,ENTRY_ON_TAP,TAP_ONLY,-1,3,1,ASIA,ifvg,3,0.5-1.0,1,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-06-22,23,2026-06-22,EP-19618,EP-19618-ENTRY_ON_TAP
2026-07-15,PREV_20_SESSIONS,PREV_20_SESSIONS-012,True,17,B,ENTRY_ON_DELAYED_DISPLACEMENT,DELAYED_DISPLACEMENT,-1,3,1,ASIA,ifvg,3,0.5-1.0,1,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-06-22,23,2026-06-22,EP-19614,EP-19614-ENTRY_ON_DELAYED_DISPLACEMENT
2026-07-15,PREV_20_SESSIONS,PREV_20_SESSIONS-013,True,17,B,ENTRY_ON_FIRST_CLOSE_OUTSIDE,CLOSE_BACK_OUTSIDE,-1,3,1,ASIA,ifvg,3,0.5-1.0,1,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-06-22,23,2026-06-22,EP-19614,EP-19614-ENTRY_ON_FIRST_CLOSE_OUTSIDE
2026-07-15,PREV_20_SESSIONS,PREV_20_SESSIONS-014,True,17,B,ENTRY_ON_MINIMAL_WICK_REJECTION,MINIMAL_WICK_REJECTION,-1,3,1,ASIA,ifvg,3,0.5-1.0,1,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-06-22,23,2026-06-22,EP-19614,EP-19614-ENTRY_ON_MINIMAL_WICK_REJECTION
2026-07-15,PREV_20_SESSIONS,PREV_20_SESSIONS-015,True,17,B,ENTRY_ON_NEW_FVG,NEW_FVG,-1,3,3,ASIA,ifvg,3,0.5-1.0,1,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-06-22,23,2026-06-22,EP-19583,EP-19583-ENTRY_ON_NEW_FVG
2026-07-15,PREV_20_SESSIONS,PREV_20_SESSIONS-016,True,17,B,ENTRY_ON_NEW_FVG,NEW_FVG,-1,5,5,ASIA,ifvg,3,0.5-1.0,1,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-06-22,23,2026-06-22,EP-19580,EP-19580-ENTRY_ON_NEW_FVG
2026-07-15,PREV_20_SESSIONS,PREV_20_SESSIONS-017,True,17,B,ENTRY_ON_NEW_IFVG,NEW_IFVG,-1,3,1,ASIA,ifvg,3,0.5-1.0,1,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-06-22,23,2026-06-22,EP-19614,EP-19614-ENTRY_ON_NEW_IFVG
2026-07-15,PREV_20_SESSIONS,PREV_20_SESSIONS-018,True,17,C,ENTRY_ON_DELAYED_DISPLACEMENT,DELAYED_DISPLACEMENT,-1,1,1,ASIA,ifvg,3,0.5-1.0,1,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-06-22,23,2026-06-22,EP-19601,EP-19601-ENTRY_ON_DELAYED_DISPLACEMENT
2026-07-15,PREV_20_SESSIONS,PREV_20_SESSIONS-019,True,17,C,ENTRY_ON_FIRST_CLOSE_OUTSIDE,CLOSE_BACK_OUTSIDE,-1,1,1,ASIA,ifvg,3,1.0-2.0,1,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-06-22,23,2026-06-22,EP-19601,EP-19601-ENTRY_ON_FIRST_CLOSE_OUTSIDE
2026-07-15,PREV_20_SESSIONS,PREV_20_SESSIONS-020,True,17,C,ENTRY_ON_IMMEDIATE_DISPLACEMENT,IMMEDIATE_DISPLACEMENT,-1,1,1,ASIA,ifvg,3,1.0-2.0,1,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-06-22,23,2026-06-22,EP-19601,EP-19601-ENTRY_ON_IMMEDIATE_DISPLACEMENT
2026-07-15,PREV_20_SESSIONS,PREV_20_SESSIONS-021,True,17,C,ENTRY_ON_NEW_FVG,NEW_FVG,-1,1,1,ASIA,ifvg,3,1.0-2.0,1,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-06-22,23,2026-06-22,EP-19601,EP-19601-ENTRY_ON_NEW_FVG
2026-07-16,PREV_20_SESSIONS,PREV_20_SESSIONS-001,True,16,A,ENTRY_ON_DELAYED_DISPLACEMENT,DELAYED_DISPLACEMENT,-1,1,1,ASIA,ifvg,1,0.5-1.0,1,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-06-22,24,2026-06-22,EP-19639,EP-19639-ENTRY_ON_DELAYED_DISPLACEMENT
2026-07-16,PREV_20_SESSIONS,PREV_20_SESSIONS-002,True,16,A,ENTRY_ON_DELAYED_DISPLACEMENT,DELAYED_DISPLACEMENT,-1,1,1,ASIA,ifvg,3,0.5-1.0,1,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-06-22,24,2026-06-22,EP-19616,EP-19616-ENTRY_ON_DELAYED_DISPLACEMENT
2026-07-16,PREV_20_SESSIONS,PREV_20_SESSIONS-003,True,16,A,ENTRY_ON_DELAYED_DISPLACEMENT,DELAYED_DISPLACEMENT,-1,3,3,ASIA,ifvg,1,0.5-1.0,1,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-06-22,24,2026-06-22,EP-19633,EP-19633-ENTRY_ON_DELAYED_DISPLACEMENT
2026-07-16,PREV_20_SESSIONS,PREV_20_SESSIONS-004,True,16,A,ENTRY_ON_FIRST_CLOSE_OUTSIDE,CLOSE_BACK_OUTSIDE,-1,1,1,ASIA,ifvg,3,0.5-1.0,1,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-06-22,24,2026-06-22,EP-19616,EP-19616-ENTRY_ON_FIRST_CLOSE_OUTSIDE
2026-07-16,PREV_20_SESSIONS,PREV_20_SESSIONS-005,True,16,A,ENTRY_ON_NEW_FVG,NEW_FVG,-1,1,1,ASIA,ifvg,3,1.0-2.0,1,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-06-22,24,2026-06-22,EP-19597,EP-19597-ENTRY_ON_NEW_FVG
2026-07-16,PREV_20_SESSIONS,PREV_20_SESSIONS-006,True,16,A,ENTRY_ON_NEW_FVG,NEW_FVG,-1,3,1,ASIA,ifvg,3,0.5-1.0,1,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-06-22,24,2026-06-22,EP-19595,EP-19595-ENTRY_ON_NEW_FVG
2026-07-16,PREV_20_SESSIONS,PREV_20_SESSIONS-007,True,16,A,ENTRY_ON_NEW_FVG,NEW_FVG,-1,3,3,ASIA,ifvg,3,0.5-1.0,1,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-06-22,24,2026-06-22,EP-19596,EP-19596-ENTRY_ON_NEW_FVG
2026-07-16,PREV_20_SESSIONS,PREV_20_SESSIONS-008,True,16,A,ENTRY_ON_NEW_FVG,NEW_FVG,-1,3,3,ASIA,ifvg,3,0.5-1.0,1,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-06-22,24,2026-06-22,EP-19576,EP-19576-ENTRY_ON_NEW_FVG
2026-07-16,PREV_20_SESSIONS,PREV_20_SESSIONS-009,True,16,A,ENTRY_ON_NEW_IFVG,NEW_IFVG,-1,1,1,ASIA,ifvg,3,0.5-1.0,1,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-06-22,24,2026-06-22,EP-19616,EP-19616-ENTRY_ON_NEW_IFVG
2026-07-16,PREV_20_SESSIONS,PREV_20_SESSIONS-010,True,16,A,ENTRY_ON_TAP,TAP_ONLY,-1,1,1,ASIA,ifvg,1,2.0-1000000000.0,1,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-06-22,24,2026-06-22,EP-19642,EP-19642-ENTRY_ON_TAP
2026-07-16,PREV_20_SESSIONS,PREV_20_SESSIONS-011,True,16,A,ENTRY_ON_TAP,TAP_ONLY,-1,3,1,ASIA,ifvg,3,0.5-1.0,1,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-06-22,24,2026-06-22,EP-19618,EP-19618-ENTRY_ON_TAP
2026-07-16,PREV_20_SESSIONS,PREV_20_SESSIONS-012,True,16,B,ENTRY_ON_DELAYED_DISPLACEMENT,DELAYED_DISPLACEMENT,-1,3,1,ASIA,ifvg,3,0.5-1.0,1,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-06-22,24,2026-06-22,EP-19614,EP-19614-ENTRY_ON_DELAYED_DISPLACEMENT
2026-07-16,PREV_20_SESSIONS,PREV_20_SESSIONS-013,True,16,B,ENTRY_ON_FIRST_CLOSE_OUTSIDE,CLOSE_BACK_OUTSIDE,-1,3,1,ASIA,ifvg,3,0.5-1.0,1,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-06-22,24,2026-06-22,EP-19614,EP-19614-ENTRY_ON_FIRST_CLOSE_OUTSIDE
2026-07-16,PREV_20_SESSIONS,PREV_20_SESSIONS-014,True,16,B,ENTRY_ON_MINIMAL_WICK_REJECTION,MINIMAL_WICK_REJECTION,-1,3,1,ASIA,ifvg,3,0.5-1.0,1,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-06-22,24,2026-06-22,EP-19614,EP-19614-ENTRY_ON_MINIMAL_WICK_REJECTION
2026-07-16,PREV_20_SESSIONS,PREV_20_SESSIONS-015,True,16,B,ENTRY_ON_NEW_FVG,NEW_FVG,-1,3,3,ASIA,ifvg,3,0.5-1.0,1,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-06-22,24,2026-06-22,EP-19583,EP-19583-ENTRY_ON_NEW_FVG
2026-07-16,PREV_20_SESSIONS,PREV_20_SESSIONS-016,True,16,B,ENTRY_ON_NEW_FVG,NEW_FVG,-1,5,5,ASIA,ifvg,3,0.5-1.0,1,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-06-22,24,2026-06-22,EP-19580,EP-19580-ENTRY_ON_NEW_FVG
2026-07-16,PREV_20_SESSIONS,PREV_20_SESSIONS-017,True,16,B,ENTRY_ON_NEW_IFVG,NEW_IFVG,-1,3,1,ASIA,ifvg,3,0.5-1.0,1,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-06-22,24,2026-06-22,EP-19614,EP-19614-ENTRY_ON_NEW_IFVG
2026-07-16,PREV_20_SESSIONS,PREV_20_SESSIONS-018,True,16,C,ENTRY_ON_DELAYED_DISPLACEMENT,DELAYED_DISPLACEMENT,-1,1,1,ASIA,ifvg,3,0.5-1.0,1,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-06-22,24,2026-06-22,EP-19601,EP-19601-ENTRY_ON_DELAYED_DISPLACEMENT
2026-07-16,PREV_20_SESSIONS,PREV_20_SESSIONS-019,True,16,C,ENTRY_ON_FIRST_CLOSE_OUTSIDE,CLOSE_BACK_OUTSIDE,-1,1,1,ASIA,ifvg,3,1.0-2.0,1,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-06-22,24,2026-06-22,EP-19601,EP-19601-ENTRY_ON_FIRST_CLOSE_OUTSIDE
2026-07-16,PREV_20_SESSIONS,PREV_20_SESSIONS-020,True,16,C,ENTRY_ON_IMMEDIATE_DISPLACEMENT,IMMEDIATE_DISPLACEMENT,-1,1,1,ASIA,ifvg,3,1.0-2.0,1,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-06-22,24,2026-06-22,EP-19601,EP-19601-ENTRY_ON_IMMEDIATE_DISPLACEMENT
2026-07-16,PREV_20_SESSIONS,PREV_20_SESSIONS-021,True,16,C,ENTRY_ON_NEW_FVG,NEW_FVG,-1,1,1,ASIA,ifvg,3,1.0-2.0,1,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-06-22,24,2026-06-22,EP-19601,EP-19601-ENTRY_ON_NEW_FVG
